neighbourhood,vibe_score,review_count,walkability_score,safety_score,nightlife_score,quietness_score,family_friendly_score,local_authentic_score,convenience_score,food_scene_score,liveliness_score,charm_score
Lambeth,49.0,6335,6.0606060606060606,6.0606060606060606,7.575757575757576,1.5151515151515151,2.727272727272727,5.454545454545454,6.666666666666666,4.545454545454545,8.181818181818182,3.9393939393939394
Brent,47.7,2704,6.969696969696971,0.9090909090909092,4.848484848484849,4.242424242424242,6.969696969696971,5.151515151515151,6.363636363636363,3.0303030303030303,7.272727272727273,5.151515151515151
Tower Hamlets,46.1,7554,6.363636363636363,3.6363636363636367,6.363636363636363,0.9090909090909092,0.30303030303030304,4.242424242424242,6.0606060606060606,7.878787878787879,9.696969696969697,2.121212121212121
Ealing,45.0,2306,3.9393939393939394,5.757575757575758,3.6363636363636367,6.969696969696971,4.848484848484849,1.2121212121212122,4.848484848484849,3.333333333333333,3.6363636363636367,4.848484848484849
Camden,42.7,9091,8.484848484848484,4.545454545454545,7.272727272727273,3.0303030303030303,2.121212121212121,3.6363636363636367,7.878787878787879,6.666666666666666,8.787878787878787,1.2121212121212122
Hounslow,42.4,1425,5.454545454545454,4.848484848484849,6.666666666666666,1.2121212121212122,1.8181818181818183,2.121212121212121,5.454545454545454,8.181818181818182,2.121212121212121,6.363636363636363
Newham,41.2,2004,5.151515151515151,6.969696969696971,1.2121212121212122,0.6060606060606061,1.2121212121212122,3.333333333333333,3.0303030303030303,2.727272727272727,0.9090909090909092,0.6060606060606061
Lewisham,38.4,2282,1.5151515151515151,3.9393939393939394,7.878787878787879,9.09090909090909,5.454545454545454,9.09090909090909,3.9393939393939394,2.4242424242424243,6.666666666666666,6.666666666666666
Waltham Forest,38.3,1484,3.0303030303030303,7.575757575757576,5.454545454545454,8.181818181818182,4.242424242424242,3.9393939393939394,3.6363636363636367,4.242424242424242,5.454545454545454,6.969696969696971
Merton,32.4,1090,7.878787878787879,0.30303030303030304,4.545454545454545,8.484848484848484,9.393939393939394,0.6060606060606061,5.757575757575758,5.151515151515151,5.757575757575758,9.393939393939394
Barnet,30.2,1577,2.4242424242424243,8.787878787878787,2.727272727272727,5.757575757575758,7.575757575757576,2.727272727272727,2.4242424242424243,1.8181818181818183,2.4242424242424243,5.454545454545454
Sutton,26.9,331,0.9090909090909092,6.363636363636363,0.30303030303030304,9.393939393939394,8.484848484848484,9.393939393939394,0.9090909090909092,3.6363636363636367,4.242424242424242,7.878787878787879
Kingston upon Thames,26.8,661,4.848484848484849,2.4242424242424243,3.333333333333333,6.666666666666666,10.0,8.787878787878787,3.333333333333333,6.969696969696971,1.8181818181818183,9.696969696969697
Hillingdon,26.1,1043,4.242424242424242,2.727272727272727,2.121212121212121,2.121212121212121,0.6060606060606061,3.0303030303030303,7.272727272727273,6.0606060606060606,3.0303030303030303,1.8181818181818183
Bromley,25.8,684,3.6363636363636367,1.2121212121212122,5.151515151515151,10.0,9.696969696969697,8.484848484848484,2.727272727272727,6.363636363636363,1.5151515151515151,9.09090909090909
Havering,23.8,245,0.30303030303030304,9.696969696969697,0.9090909090909092,3.333333333333333,1.5151515151515151,0.30303030303030304,0.30303030303030304,3.9393939393939394,0.6060606060606061,3.0303030303030303
Harrow,22.8,470,2.121212121212121,9.09090909090909,3.9393939393939394,8.787878787878787,6.666666666666666,1.5151515151515151,4.545454545454545,0.6060606060606061,4.545454545454545,4.545454545454545
Enfield,20.3,714,2.727272727272727,7.272727272727273,2.4242424242424243,7.272727272727273,8.787878787878787,0.9090909090909092,2.121212121212121,2.121212121212121,4.848484848484849,7.272727272727273
Bexley,19.4,321,4.545454545454545,1.8181818181818183,1.5151515151515151,6.363636363636363,7.878787878787879,7.878787878787879,1.2121212121212122,0.30303030303030304,0.30303030303030304,2.4242424242424243
City of London,19.0,815,9.09090909090909,7.878787878787879,6.0606060606060606,0.30303030303030304,3.333333333333333,8.181818181818182,8.484848484848484,9.09090909090909,8.484848484848484,0.30303030303030304
Croydon,18.3,1322,1.8181818181818183,1.5151515151515151,4.242424242424242,3.9393939393939394,5.757575757575758,1.8181818181818183,1.5151515151515151,1.5151515151515151,2.727272727272727,3.333333333333333
Barking and Dagenham,15.8,337,0.6060606060606061,0.6060606060606061,0.6060606060606061,5.151515151515151,6.0606060606060606,9.696969696969697,0.6060606060606061,0.9090909090909092,1.2121212121212122,1.5151515151515151
Redbridge,15.1,640,1.2121212121212122,5.151515151515151,1.8181818181818183,3.6363636363636367,3.6363636363636367,2.4242424242424243,1.8181818181818183,1.2121212121212122,5.151515151515151,3.6363636363636367
